# Undirected graph (each unordered pair of nodes is saved once): SIR_erdos_renyi.txt
#Institution	Counterparty	starting_date	finish_date	interes_rate	amount
20	22	23/08/2017	19/12/2017	5	2607630
33	38	23/08/2017	28/02/2018	7	1889611
19	16	23/08/2017	24/09/2017	10	922461
21	26	23/08/2017	24/12/2017	10	1774365
29	18	23/08/2017	14/09/2017	12	3608410
29	28	23/08/2017	01/10/2017	6	2008138
28	24	23/08/2017	04/12/2017	7	2351169
28	32	23/08/2017	07/09/2017	8	4887076
42	28	23/08/2017	15/12/2017	5	3232157
42	27	23/08/2017	21/10/2017	15	3395874
42	28	23/08/2017	09/12/2017	5	411521
42	26	23/08/2017	28/11/2017	5	319882
42	26	23/08/2017	03/03/2018	14	3696808
25	1	23/08/2017	16/09/2017	12	4321261
17	3	23/08/2017	22/09/2017	11	4680414
17	7	23/08/2017	18/12/2017	14	3330766
17	46	23/08/2017	09/10/2017	9	4088111
17	5	23/08/2017	29/10/2017	7	1800118
17	37	23/08/2017	10/01/2018	8	2881011
17	46	23/08/2017	25/12/2017	9	4138602
12	11	24/08/2017	07/11/2017	14	2617873
12	33	24/08/2017	29/09/2017	11	4141681
12	28	24/08/2017	07/12/2017	6	4698758
12	43	24/08/2017	27/10/2017	9	3823664
12	20	24/08/2017	04/12/2017	14	4168124
12	33	24/08/2017	12/11/2017	13	2140383
12	26	24/08/2017	01/09/2017	7	3574901
12	14	24/08/2017	14/12/2017	5	112082
12	26	24/08/2017	16/09/2017	9	2113800
35	12	24/08/2017	28/10/2017	10	4181002
18	12	24/08/2017	29/10/2017	6	1451505
10	26	24/08/2017	23/10/2017	12	1909153
10	27	24/08/2017	29/11/2017	7	3847244
16	26	24/08/2017	31/01/2018	14	4632823
16	24	24/08/2017	23/09/2017	8	3971476
16	1	24/08/2017	23/01/2018	15	1535249
13	41	24/08/2017	25/01/2018	12	1038289
13	15	24/08/2017	28/10/2017	8	211073
13	16	24/08/2017	23/09/2017	12	1142557
8	7	24/08/2017	24/09/2017	15	1522469
42	5	24/08/2017	16/02/2018	15	219603
42	7	24/08/2017	14/12/2017	6	4408057
42	28	24/08/2017	23/11/2017	13	4951935
17	46	24/08/2017	25/02/2018	6	4499147
17	37	24/08/2017	14/09/2017	11	1048418
17	46	24/08/2017	17/11/2017	15	69476
25	1	24/08/2017	08/03/2018	12	266006
25	43	24/08/2017	20/10/2017	13	99299
28	32	24/08/2017	27/11/2017	5	3605357
24	7	24/08/2017	16/11/2017	11	2633674
24	8	24/08/2017	22/01/2018	5	1367041
31	12	24/08/2017	18/01/2018	8	2988146
16	26	25/08/2017	10/11/2017	5	3003490
16	1	25/08/2017	24/11/2017	9	1205536
12	15	25/08/2017	12/12/2017	11	2578698
12	15	25/08/2017	18/11/2017	11	1695154
12	33	25/08/2017	22/11/2017	12	3317100
12	11	25/08/2017	25/09/2017	15	1028888
12	43	25/08/2017	26/12/2017	13	1194241
12	10	25/08/2017	25/09/2017	5	1424846
12	14	25/08/2017	16/11/2017	11	4005730
12	35	25/08/2017	18/02/2018	5	1688371
12	14	25/08/2017	20/02/2018	7	3704827
12	28	25/08/2017	06/11/2017	6	256491
12	17	25/08/2017	03/03/2018	9	1130791
33	38	24/08/2017	21/01/2018	14	3814947
33	38	25/08/2017	21/10/2017	9	562662
10	7	25/08/2017	30/10/2017	12	508125
8	26	25/08/2017	10/02/2018	10	2988967
8	7	25/08/2017	04/12/2017	5	3292539
8	16	25/08/2017	08/12/2017	5	2041156
21	26	25/08/2017	09/09/2017	12	4031633
25	1	25/08/2017	17/10/2017	14	1058280
25	36	25/08/2017	04/03/2018	14	1513274
42	13	25/08/2017	14/10/2017	9	3827103
42	26	25/08/2017	20/09/2017	14	3375841
42	47	25/08/2017	12/11/2017	7	1601230
42	17	25/08/2017	01/09/2017	8	3512620
42	28	25/08/2017	16/11/2017	10	57835
42	17	25/08/2017	25/12/2017	6	2246925
18	12	25/08/2017	21/01/2018	5	798981
18	12	25/08/2017	25/02/2018	15	2256971
20	26	25/08/2017	18/10/2017	7	3546481
20	12	25/08/2017	19/10/2017	15	2415974
17	46	25/08/2017	31/01/2018	9	2588643
17	46	25/08/2017	14/03/2018	9	1853448
24	5	25/08/2017	08/10/2017	13	4300615
24	5	25/08/2017	12/01/2018	9	1175799
23	12	25/08/2017	19/01/2018	6	145214
23	41	25/08/2017	03/03/2018	13	2329956
23	5	25/08/2017	08/12/2017	10	4495920
23	5	25/08/2017	01/10/2017	14	936979
27	7	25/08/2017	16/09/2017	12	4890578
28	32	25/08/2017	16/01/2018	14	910717
29	28	25/08/2017	22/11/2017	7	319910
29	28	25/08/2017	31/10/2017	8	3347801
29	28	25/08/2017	27/09/2017	15	3298132
29	18	25/08/2017	26/02/2018	5	4578117
29	17	25/08/2017	13/03/2018	8	3959205
31	12	25/08/2017	28/09/2017	7	3468883
12	15	28/08/2017	25/02/2018	12	771056
12	11	28/08/2017	07/03/2018	15	1618878
12	33	28/08/2017	30/09/2017	9	2723679
12	43	28/08/2017	27/11/2017	15	2827752
12	21	28/08/2017	12/03/2018	13	4307185
12	10	28/08/2017	04/11/2017	9	767258
12	19	28/08/2017	07/10/2017	15	1542140
12	14	28/08/2017	25/09/2017	10	3839883
12	35	28/08/2017	10/09/2017	13	2831554
3	5	24/08/2017	02/01/2018	14	2447222
3	26	24/08/2017	03/10/2017	15	3735895
3	27	24/08/2017	07/03/2018	7	2649091
3	41	24/08/2017	25/09/2017	5	3137826
16	26	28/08/2017	09/11/2017	14	3826142
16	19	28/08/2017	14/02/2018	7	520143
16	1	28/08/2017	16/11/2017	12	4112795
16	19	28/08/2017	10/11/2017	6	333985
14	26	28/08/2017	24/01/2018	8	2212974
10	7	28/08/2017	11/01/2018	6	995252
3	26	25/08/2017	06/10/2017	15	2169012
3	7	25/08/2017	05/09/2017	6	1079158
36	8	28/08/2017	10/11/2017	14	3635383
13	12	28/08/2017	12/11/2017	5	4400322
17	21	28/08/2017	10/10/2017	5	580797
17	46	28/08/2017	07/12/2017	7	3614120
17	37	28/08/2017	08/11/2017	5	1365413
17	46	28/08/2017	13/02/2018	9	3237764
20	8	28/08/2017	22/02/2018	12	2745393
15	28	28/08/2017	02/01/2018	11	4938750
28	32	28/08/2017	15/02/2018	10	4009494
21	26	28/08/2017	14/11/2017	14	86658
21	17	28/08/2017	07/09/2017	13	2882693
21	17	28/08/2017	23/12/2017	13	4864764
21	42	28/08/2017	10/09/2017	15	1000074
25	1	28/08/2017	21/01/2018	12	4085992
25	19	28/08/2017	06/10/2017	9	1041786
25	16	28/08/2017	03/03/2018	15	294680
23	8	28/08/2017	02/10/2017	9	3602316
23	5	28/08/2017	25/12/2017	6	3757812
23	41	28/08/2017	25/09/2017	5	4502918
23	5	28/08/2017	03/01/2018	11	2136956
33	38	28/08/2017	07/02/2018	11	887375
29	3	28/08/2017	11/12/2017	6	1778117
29	12	28/08/2017	01/11/2017	8	49265
29	26	28/08/2017	03/09/2017	10	2086111
29	18	28/08/2017	14/10/2017	9	925570
12	13	29/08/2017	25/12/2017	13	141864
12	15	29/08/2017	12/09/2017	15	820407
12	13	29/08/2017	04/10/2017	7	3902140
12	33	29/08/2017	23/11/2017	5	875496
12	11	29/08/2017	27/12/2017	13	3244507
12	21	29/08/2017	13/11/2017	15	3036793
12	43	29/08/2017	14/02/2018	11	2391908
12	33	29/08/2017	04/02/2018	6	4558279
12	35	29/08/2017	18/12/2017	10	4923589
12	14	29/08/2017	16/12/2017	13	847310
12	23	29/08/2017	21/11/2017	8	4316960
12	26	29/08/2017	04/09/2017	8	1881938
8	36	29/08/2017	05/11/2017	15	3001702
16	26	29/08/2017	05/12/2017	11	323962
16	24	29/08/2017	02/02/2018	8	442670
16	13	29/08/2017	07/02/2018	5	4276721
20	26	29/08/2017	02/12/2017	8	302518
28	41	29/08/2017	06/09/2017	8	4042813
28	27	29/08/2017	16/01/2018	7	1770251
28	7	29/08/2017	05/09/2017	5	1310879
28	8	29/08/2017	27/12/2017	6	3752205
28	8	29/08/2017	04/12/2017	6	3798377
28	5	29/08/2017	30/10/2017	11	129450
28	18	29/08/2017	18/03/2018	14	613319
28	18	29/08/2017	15/09/2017	5	4391555
28	24	29/08/2017	07/09/2017	13	232006
28	9	29/08/2017	08/01/2018	10	2035072
28	32	29/08/2017	20/12/2017	11	854366
14	12	29/08/2017	08/10/2017	9	4361335
10	7	29/08/2017	02/09/2017	5	4630674
42	15	29/08/2017	01/03/2018	15	3330485
42	5	29/08/2017	01/02/2018	13	2484779
42	7	29/08/2017	21/02/2018	11	4787927
14	12	30/06/2017	23/11/2017	6	2624017
43	13	28/08/2017	21/09/2017	8	4466215
17	46	29/08/2017	12/09/2017	15	2105989
17	37	29/08/2017	09/12/2017	11	1381845
17	46	29/08/2017	08/11/2017	7	1907710
25	1	29/08/2017	25/09/2017	15	3965662
19	13	29/08/2017	17/11/2017	6	767786
29	18	29/08/2017	10/11/2017	7	1689700
29	17	29/08/2017	29/11/2017	10	2662401
33	38	29/08/2017	26/10/2017	15	1295504
2	12	29/08/2017	18/02/2018	14	749926
2	12	29/08/2017	12/09/2017	5	846670
3	12	30/06/2014	13/10/2017	12	4753957
3	12	04/09/2014	22/02/2018	11	334152
12	31	30/08/2017	01/01/2018	14	4476382
12	33	30/08/2017	18/10/2017	13	2311108
12	11	30/08/2017	25/10/2017	12	2133654
12	10	30/08/2017	03/09/2017	10	4667680
12	23	30/08/2017	20/09/2017	11	705797
12	43	30/08/2017	24/09/2017	8	4528789
12	21	30/08/2017	26/12/2017	5	2769153
12	20	30/08/2017	06/10/2017	5	3118724
12	14	30/08/2017	29/12/2017	6	181688
12	19	30/08/2017	11/11/2017	15	549146
12	9	30/08/2017	05/10/2017	15	1099918
13	20	30/08/2017	30/09/2017	7	699472
14	12	30/08/2017	01/09/2017	6	4143515
14	27	30/08/2017	23/01/2018	8	1674452
8	36	30/08/2017	31/10/2017	11	1544243
35	12	30/08/2017	19/12/2017	7	4683818
16	26	30/08/2017	17/09/2017	7	4775159
16	24	30/08/2017	31/01/2018	13	2252728
16	1	30/08/2017	22/11/2017	5	3153555
19	16	30/08/2017	22/01/2018	9	4866100
21	14	30/08/2017	04/12/2017	14	655493
25	1	30/08/2017	14/01/2018	15	671932
17	46	30/08/2017	06/03/2018	9	1556409
17	37	30/08/2017	30/12/2017	15	1393188
17	46	30/08/2017	04/03/2018	12	3197857
26	24	30/08/2017	29/11/2017	7	3395440
26	20	30/08/2017	25/10/2017	14	3903874
26	47	30/08/2017	15/09/2017	14	395476
26	5	30/08/2017	26/01/2018	9	4223535
26	41	30/08/2017	02/10/2017	14	1214632
26	36	30/08/2017	11/01/2018	9	4490808
15	25	30/08/2017	21/09/2017	8	4256810
27	36	30/08/2017	04/11/2017	12	1351263
28	18	30/08/2017	15/09/2017	10	99242
28	27	30/08/2017	16/10/2017	7	1175468
28	7	30/08/2017	28/12/2017	9	1446760
28	27	30/08/2017	24/10/2017	13	1694045
28	5	30/08/2017	12/02/2018	6	3812879
28	24	30/08/2017	11/03/2018	10	4409845
28	26	30/08/2017	24/02/2018	12	1752935
28	9	30/08/2017	05/02/2018	8	2478222
28	10	30/08/2017	07/02/2018	7	4755879
28	26	30/08/2017	07/11/2017	6	2769231
28	24	30/08/2017	27/09/2017	11	1564495
28	9	30/08/2017	29/10/2017	8	1195977
28	32	30/08/2017	13/02/2018	11	2869758
29	28	30/08/2017	01/11/2017	6	2070493
37	12	30/08/2017	16/01/2018	10	318736
37	12	30/08/2017	19/12/2017	5	4646242
37	12	30/08/2017	28/02/2018	5	83400
37	12	30/08/2017	09/10/2017	12	1155097
37	12	30/08/2017	13/11/2017	11	1863136
37	12	30/08/2017	20/10/2017	7	3388867
37	12	30/08/2017	03/02/2018	15	1014896
37	12	30/08/2017	29/09/2017	6	4041664
37	12	30/08/2017	24/02/2018	10	1502636
37	12	30/08/2017	05/01/2018	6	1313733
37	12	30/08/2017	06/03/2018	11	3730677
37	12	30/08/2017	03/02/2018	10	1420775
32	47	30/08/2017	04/09/2017	8	468049
12	28	31/08/2017	05/10/2017	6	4353580
12	15	31/08/2017	28/09/2017	15	12090
12	11	31/08/2017	15/12/2017	15	391141
12	26	31/08/2017	12/09/2017	10	2481356
12	43	31/08/2017	23/02/2018	12	142829
12	21	31/08/2017	28/02/2018	5	235816
12	14	31/08/2017	19/02/2018	14	1354657
12	43	31/08/2017	22/02/2018	5	2302997
12	8	31/08/2017	08/02/2018	14	1443485
12	10	31/08/2017	18/09/2017	8	3884699
23	1	31/08/2017	04/10/2017	7	1537007
23	5	31/08/2017	05/09/2017	7	2043181
23	5	31/08/2017	19/12/2017	6	1961163
18	24	31/08/2017	12/09/2017	15	202276
13	20	31/08/2017	18/02/2018	8	1234302
25	1	31/08/2017	26/12/2017	6	219543
25	36	31/08/2017	25/10/2017	8	585136
16	26	31/08/2017	30/09/2017	6	1013640
16	19	31/08/2017	27/11/2017	6	871390
16	7	31/08/2017	06/10/2017	8	4178014
16	13	31/08/2017	21/09/2017	13	2683273
16	11	31/08/2017	04/03/2018	6	3975919
16	19	31/08/2017	24/09/2017	14	4182968
16	24	31/08/2017	11/10/2017	10	3691288
16	19	31/08/2017	03/12/2017	7	4199371
16	24	31/08/2017	07/12/2017	11	3376003
16	19	31/08/2017	02/03/2018	14	1942433
35	12	31/08/2017	04/02/2018	5	2290967
35	28	31/08/2017	14/02/2018	13	2098244
35	28	31/08/2017	07/09/2017	7	3329919
10	27	31/08/2017	04/11/2017	6	1026290
10	41	31/08/2017	06/09/2017	8	2740128
10	46	31/08/2017	05/10/2017	6	67454
10	27	31/08/2017	10/09/2017	15	1340537
26	32	31/08/2017	07/03/2018	10	145961
4	42	31/08/2017	21/02/2018	14	479870
17	28	31/08/2017	04/01/2018	7	1504607
17	9	31/08/2017	22/12/2017	7	855970
17	27	31/08/2017	25/10/2017	14	517878
17	46	31/08/2017	13/09/2017	15	3850240
17	37	31/08/2017	28/11/2017	15	4554246
29	42	31/08/2017	20/02/2018	7	3222043
29	42	31/08/2017	07/11/2017	9	1834251
29	5	31/08/2017	23/10/2017	6	225125
29	7	31/08/2017	14/10/2017	11	2830643
29	24	31/08/2017	02/12/2017	7	2058317
29	24	31/08/2017	18/10/2017	12	3594651
29	42	31/08/2017	12/10/2017	5	2697792
33	38	31/08/2017	24/09/2017	13	2169736
33	26	31/08/2017	30/10/2017	10	705172
19	25	31/08/2017	07/01/2018	14	1300152
19	25	31/08/2017	08/11/2017	15	2173958
28	32	31/08/2017	07/10/2017	13	4713522
14	27	31/08/2017	03/12/2017	13	1820255
12	28	01/09/2017	11/12/2017	5	3019796
12	33	01/09/2017	21/10/2017	11	4212605
12	11	01/09/2017	15/12/2017	5	2703943
12	18	01/09/2017	06/09/2017	6	1112636
12	43	01/09/2017	28/10/2017	8	2148450
12	21	01/09/2017	23/10/2017	5	3893099
12	43	01/09/2017	28/12/2017	15	4607207
12	35	01/09/2017	17/09/2017	9	1456056
12	26	01/09/2017	22/02/2018	8	3646531
14	12	01/09/2017	25/09/2017	8	2916471
14	27	01/09/2017	20/12/2017	10	1775695
8	26	31/08/2017	01/12/2017	7	3626009
8	36	01/09/2017	23/10/2017	9	215004
27	36	01/09/2017	14/10/2017	5	1995523
7	10	31/08/2017	14/02/2018	9	4382359
16	24	01/09/2017	13/12/2017	12	3838822
16	2	01/09/2017	30/09/2017	14	2545492
16	7	01/09/2017	06/01/2018	10	4611311
16	1	01/09/2017	02/10/2017	5	1329760
16	1	01/09/2017	14/11/2017	9	4841972
10	36	01/09/2017	09/12/2017	13	4138856
10	34	01/09/2017	01/02/2018	13	4962393
20	27	31/08/2017	19/01/2018	8	760348
20	27	01/09/2017	22/09/2017	13	2821369
9	24	01/09/2017	18/03/2018	14	1180599
9	24	01/09/2017	24/12/2017	12	1558827
9	24	01/09/2017	26/11/2017	7	440974
13	28	01/09/2017	21/02/2018	14	3366727
13	10	01/09/2017	13/11/2017	5	3224457
13	19	01/09/2017	16/12/2017	5	1066281
13	12	01/09/2017	10/10/2017	13	3116298
23	5	01/09/2017	21/10/2017	7	1466637
23	5	01/09/2017	12/09/2017	7	2072707
23	22	01/09/2017	12/01/2018	10	809783
29	28	01/09/2017	13/11/2017	11	161262
29	42	01/09/2017	30/10/2017	8	4748868
17	46	01/09/2017	13/01/2018	8	745333
17	37	01/09/2017	14/10/2017	8	3978129
17	46	01/09/2017	18/12/2017	8	1850622
15	19	01/09/2017	11/01/2018	9	960767
4	28	01/09/2017	15/10/2017	5	599458
4	42	01/09/2017	07/02/2018	11	3633238
28	32	31/08/2017	27/11/2017	8	3136354
22	27	01/09/2017	15/03/2018	8	2119432
22	27	01/09/2017	20/10/2017	7	4505557
25	1	01/09/2017	02/02/2018	5	1375375
3	5	01/09/2017	21/12/2017	12	3918992
3	26	01/09/2017	16/03/2018	5	2743108
3	29	01/09/2017	18/10/2017	12	4438784
3	48	01/09/2017	15/10/2017	5	1044466
3	42	01/09/2017	09/10/2017	14	2213309
28	5	01/09/2017	27/10/2017	10	4597689
28	7	01/09/2017	21/12/2017	7	1333989
28	48	01/09/2017	22/02/2018	13	660659
28	5	01/09/2017	09/01/2018	12	1003528
28	8	01/09/2017	06/11/2017	6	3736102
28	32	01/09/2017	24/10/2017	9	1497405
12	11	04/09/2017	03/01/2018	14	1643341
12	33	04/09/2017	24/12/2017	9	1934991
12	43	04/09/2017	29/09/2017	9	1829842
12	18	04/09/2017	29/01/2018	9	4464115
12	14	04/09/2017	25/10/2017	6	1036606
12	35	04/09/2017	12/12/2017	5	2139209
12	26	04/09/2017	11/12/2017	5	2148193
2	26	01/09/2017	25/10/2017	8	861992
2	16	01/09/2017	30/12/2017	15	1128110
13	26	04/09/2017	12/01/2018	9	4064458
13	12	04/09/2017	06/12/2017	8	2540445
16	19	04/09/2017	19/03/2018	5	256062
16	26	04/09/2017	24/09/2017	13	2633712
16	24	04/09/2017	24/02/2018	15	2640887
16	2	04/09/2017	04/03/2018	6	4564146
16	7	04/09/2017	12/01/2018	12	1622512
16	1	04/09/2017	16/01/2018	5	691089
21	26	04/09/2017	26/02/2018	8	4692265
21	26	04/09/2017	01/01/2018	12	1694988
21	26	04/09/2017	16/12/2017	13	4856057
20	8	04/09/2017	08/01/2018	5	3979238
10	7	04/09/2017	09/01/2018	13	3995589
10	7	04/09/2017	23/09/2017	7	2422662
10	27	04/09/2017	31/01/2018	12	4583828
10	8	04/09/2017	28/12/2017	12	4227500
15	43	04/09/2017	29/09/2017	12	1944591
4	5	04/09/2017	07/11/2017	7	3225818
17	46	04/09/2017	19/03/2018	8	2794440
17	37	04/09/2017	25/09/2017	15	3319389
17	46	04/09/2017	03/03/2018	10	2741929
23	43	04/09/2017	25/01/2018	10	2832260
23	8	04/09/2017	31/01/2018	8	1162861
23	8	04/09/2017	18/09/2017	8	340902
23	8	04/09/2017	21/09/2017	14	4287252
23	41	04/09/2017	18/01/2018	14	4204395
23	5	04/09/2017	29/01/2018	8	484160
28	32	04/09/2017	15/10/2017	13	2921281
22	5	17/08/2017	30/01/2018	13	1870915
25	1	04/09/2017	17/01/2018	7	2422559
36	24	04/09/2017	04/09/2017	5	2797625
36	8	04/09/2017	07/12/2017	12	941903
36	26	04/09/2017	21/12/2017	5	3613906
31	12	04/09/2017	03/10/2017	10	4428852
38	33	01/09/2017	30/11/2017	15	4288727
12	28	05/09/2017	05/01/2018	11	4750032
12	11	05/09/2017	14/02/2018	9	3893559
12	33	05/09/2017	19/11/2017	5	4968861
12	43	05/09/2017	02/10/2017	5	272618
12	21	05/09/2017	20/01/2018	10	2988840
12	33	05/09/2017	19/02/2018	14	695180
12	35	05/09/2017	20/01/2018	13	1667689
3	27	04/09/2017	23/10/2017	13	3648997
3	7	04/09/2017	10/09/2017	15	3529031
3	18	04/09/2017	28/02/2018	14	4899437
3	42	04/09/2017	23/10/2017	15	4040632
20	26	05/09/2017	10/03/2018	10	3410974
16	26	05/09/2017	28/01/2018	7	2972011
16	24	05/09/2017	17/01/2018	10	3365103
16	7	05/09/2017	15/10/2017	8	4870596
16	1	05/09/2017	15/03/2018	10	4814996
16	2	05/09/2017	28/11/2017	5	4379081
16	19	05/09/2017	28/01/2018	15	3766619
16	1	05/09/2017	10/09/2017	5	4297763
16	19	05/09/2017	26/01/2018	9	1640050
18	24	05/09/2017	23/02/2018	11	3001849
18	35	05/09/2017	20/01/2018	7	191652
8	36	05/09/2017	09/03/2018	14	4803077
21	26	05/09/2017	29/12/2017	6	3581388
35	28	05/09/2017	27/12/2017	14	355606
9	24	05/09/2017	10/02/2018	11	18239
9	24	05/09/2017	20/02/2018	11	2007483
13	10	05/09/2017	09/12/2017	13	4341910
13	26	05/09/2017	09/10/2017	12	2011159
13	12	05/09/2017	10/10/2017	6	709990
15	43	05/09/2017	14/10/2017	5	4142430
4	7	05/09/2017	05/12/2017	6	792955
4	17	05/09/2017	26/09/2017	10	2016292
4	5	05/09/2017	15/11/2017	8	2731527
4	5	05/09/2017	11/09/2017	8	4511757
25	1	05/09/2017	06/01/2018	6	2030634
29	27	05/09/2017	17/01/2018	14	4051129
29	12	05/09/2017	01/11/2017	5	1721708
29	42	05/09/2017	14/10/2017	6	2923055
29	28	05/09/2017	13/09/2017	9	180
29	12	05/09/2017	05/11/2017	6	654031
29	17	05/09/2017	21/11/2017	12	2573604
33	38	05/09/2017	17/03/2018	10	322802
2	26	04/09/2017	02/01/2018	6	2448114
28	24	05/09/2017	20/01/2018	15	1464135
28	18	05/09/2017	08/09/2017	14	1322522
28	41	05/09/2017	05/09/2017	14	3407304
28	32	05/09/2017	17/03/2018	9	1297071
17	46	05/09/2017	06/03/2018	6	4228200
17	37	05/09/2017	13/10/2017	15	1948406
17	46	05/09/2017	13/09/2017	10	4276184
26	13	05/07/2017	30/01/2018	12	3621738
26	13	05/07/2017	09/10/2017	10	1295681
26	13	05/07/2017	17/01/2018	5	4820519
26	13	05/07/2017	13/11/2017	11	3983264
26	13	05/07/2017	18/10/2017	9	941978
26	13	05/07/2017	19/09/2017	11	538981
26	13	05/07/2017	10/10/2017	8	2725581
26	13	05/07/2017	01/12/2017	15	594133
26	13	05/07/2017	08/12/2017	12	1881541
26	13	05/07/2017	07/02/2018	14	2308927
26	13	05/07/2017	23/10/2017	9	4421337
26	13	26/07/2017	29/10/2017	8	3823275
26	13	15/08/2017	20/10/2017	7	778561
26	13	31/07/2017	13/11/2017	14	1545376
26	13	31/08/2017	24/12/2017	13	445487
12	25	06/09/2017	06/12/2017	13	1871868
12	11	06/09/2017	29/12/2017	7	1248635
12	23	06/09/2017	18/12/2017	7	2012157
12	33	06/09/2017	05/12/2017	14	2965907
12	43	06/09/2017	03/12/2017	6	3083424
12	35	06/09/2017	24/11/2017	12	1033645
12	14	06/09/2017	17/02/2018	14	4896288
12	26	06/09/2017	18/02/2018	7	3880798
8	36	06/09/2017	11/03/2018	15	504695
16	26	06/09/2017	03/11/2017	12	3265474
16	7	06/09/2017	24/01/2018	9	1313884
16	24	06/09/2017	14/12/2017	15	2558774
16	1	06/09/2017	21/10/2017	13	3535951
3	28	05/09/2017	17/10/2017	11	2558215
3	10	05/09/2017	30/10/2017	6	583330
3	27	05/09/2017	10/11/2017	7	4631890
3	7	05/09/2017	07/03/2018	7	4351978
3	42	05/09/2017	18/12/2017	11	1944282
3	8	05/09/2017	06/01/2018	6	4057434
3	5	05/09/2017	02/02/2018	6	2334951
3	17	05/09/2017	27/02/2018	12	1481357
9	28	06/09/2017	29/11/2017	15	1943274
19	8	06/09/2017	08/11/2017	7	1321675
19	15	06/09/2017	03/12/2017	14	2143519
10	7	06/09/2017	13/10/2017	12	3451034
13	1	06/09/2017	06/11/2017	10	632205
13	12	06/09/2017	29/10/2017	8	2599133
33	38	06/09/2017	24/11/2017	6	4521409
15	43	06/09/2017	08/09/2017	6	619307
4	7	06/09/2017	23/11/2017	8	498246
4	42	06/09/2017	05/03/2018	10	1325349
4	5	06/09/2017	17/12/2017	15	3596638
4	28	06/09/2017	08/09/2017	11	1411215
4	27	06/09/2017	18/01/2018	13	1466281
28	24	06/09/2017	01/02/2018	9	4121
28	5	06/09/2017	01/10/2017	15	926742
28	41	06/09/2017	05/10/2017	6	4073531
28	48	06/09/2017	19/02/2018	11	2766995
28	32	06/09/2017	14/11/2017	6	2453048
25	1	06/09/2017	22/10/2017	7	3379898
21	14	06/09/2017	24/11/2017	12	1588740
21	26	06/09/2017	09/10/2017	15	1995368
23	8	06/09/2017	16/02/2018	12	4652819
17	46	06/09/2017	11/09/2017	14	4568736
17	37	06/09/2017	07/12/2017	8	4561222
17	46	06/09/2017	24/10/2017	7	1445276
12	31	07/09/2017	16/03/2018	10	3528517
12	11	07/09/2017	24/01/2018	12	760922
12	33	07/09/2017	05/03/2018	10	2067224
12	21	07/09/2017	01/12/2017	5	3810641
12	43	07/09/2017	19/02/2018	8	1962165
12	10	07/09/2017	19/02/2018	12	3468858
12	35	07/09/2017	06/03/2018	6	990970
14	27	07/09/2017	09/03/2018	7	2208380
8	36	07/09/2017	29/12/2017	9	4904106
8	7	07/09/2017	02/01/2018	7	4142708
16	19	07/09/2017	18/01/2018	10	3715636
16	26	07/09/2017	17/09/2017	13	2576996
16	24	07/09/2017	23/02/2018	9	2271940
16	7	07/09/2017	30/09/2017	8	2167329
16	1	07/09/2017	18/11/2017	12	2175963
4	28	07/09/2017	10/01/2018	12	2901599
32	28	31/08/2017	30/11/2017	9	1954121
32	26	31/08/2017	27/10/2017	12	797013
23	41	07/09/2017	25/01/2018	5	887235
23	5	07/09/2017	28/01/2018	5	881987
23	8	07/09/2017	03/03/2018	15	797720
23	5	07/09/2017	28/01/2018	9	3633334
17	46	07/09/2017	19/10/2017	8	126359
17	37	07/09/2017	01/10/2017	15	2853676
17	46	07/09/2017	14/11/2017	8	3304116
13	41	07/09/2017	03/03/2018	11	4402000
13	19	07/09/2017	06/12/2017	5	2458359
13	1	07/09/2017	08/11/2017	8	1579490
13	12	07/09/2017	26/11/2017	7	269516
15	12	07/09/2017	23/09/2017	8	2080633
25	1	07/09/2017	08/09/2017	7	1770398
3	24	06/09/2017	17/10/2017	10	3133607
3	24	06/09/2017	05/10/2017	13	3979840
3	24	06/09/2017	29/11/2017	12	3143243
3	5	06/09/2017	15/12/2017	12	2748323
3	27	06/09/2017	21/11/2017	12	4357568
3	18	06/09/2017	07/03/2018	7	3249411
3	10	06/09/2017	26/12/2017	8	3957114
3	7	06/09/2017	02/03/2018	8	2718166
3	20	06/09/2017	16/03/2018	8	1932760
3	8	06/09/2017	22/09/2017	12	3594225
3	26	06/09/2017	11/10/2017	14	3179946
1	45	31/01/2017	08/10/2017	11	2769280
6	9	06/09/2017	11/11/2017	9	4135462
36	10	07/09/2017	21/02/2018	9	898570
29	12	07/09/2017	28/01/2018	11	2924980
28	24	07/09/2017	22/01/2018	12	3896642
28	24	07/09/2017	09/12/2017	13	839312
28	32	07/09/2017	08/12/2017	5	1162376
12	33	08/09/2017	18/12/2017	7	2422711
12	21	08/09/2017	04/09/2017	5	595819
12	43	08/09/2017	07/11/2017	8	1660589
12	21	08/09/2017	30/12/2017	7	3570554
12	14	08/09/2017	04/09/2017	10	1675502
12	35	08/09/2017	12/10/2017	5	4135790
12	28	08/09/2017	21/11/2017	10	3356151
14	26	08/09/2017	15/09/2017	13	857498
17	46	08/09/2017	10/01/2018	11	868594
17	37	08/09/2017	20/11/2017	14	971952
17	46	08/09/2017	08/09/2017	13	1685166
16	26	08/09/2017	22/02/2018	5	2680788
16	24	08/09/2017	16/09/2017	10	987506
16	7	08/09/2017	22/11/2017	5	149769
16	1	08/09/2017	16/02/2018	8	3158275
8	26	08/09/2017	22/12/2017	6	132413
